TRACK_ID	ARTIST_ID	ALBUM_ID	PATH	DURATION	TAGS
track_1052159	artist_421686	album_123934	59/1052159.mp3	219.2	mood/theme--uplifting
track_1052310	artist_432545	album_123927	10/1052310.mp3	123.1	mood/theme--advertising, documentary, film
track_1052320	artist_432545	album_123927	20/1052320.mp3	65.1	mood/theme--advertising, documentary, film
track_1052368	artist_431036	album_123933	68/1052368.mp3	124.8	mood/theme--background, corporate, relaxing
track_1052800	artist_368389	album_124010	00/1052800.mp3	137.4	mood/theme--hopeful
track_1053616	artist_431108	album_124153	16/1053616.mp3	1048.7	mood/theme--meditative
track_1055935	artist_341393	album_124510	35/1055935.mp3	258.7	mood/theme--emotional, energetic
track_1056395	artist_375104	album_124594	95/1056395.mp3	52.8	mood/theme--dream
track_1056398	artist_375104	album_124594	98/1056398.mp3	70.5	mood/theme--dream
track_1057411	artist_007872	album_124697	11/1057411.mp3	216.9	mood/theme--energetic, upbeat
track_1057427	artist_436872	album_124707	27/1057427.mp3	156.7	mood/theme--love, melodic
track_1058330	artist_366613	album_124825	30/1058330.mp3	345.1	mood/theme--action, energetic
track_1060631	artist_432545	album_125147	31/1060631.mp3	81.0	mood/theme--advertising, documentary, movie
track_1061377	artist_007063	album_125285	77/1061377.mp3	88.6	mood/theme--commercial
track_1061439	artist_007063	album_125285	39/1061439.mp3	104.3	mood/theme--sport
track_1061461	artist_007063	album_125285	61/1061461.mp3	86.1	mood/theme--commercial
track_1061472	artist_007063	album_125285	72/1061472.mp3	148.0	mood/theme--emotional
track_1062830	artist_348998	album_125504	30/1062830.mp3	786.1	mood/theme--happy, motivational
track_1063180	artist_000560	album_125563	80/1063180.mp3	173.2	mood/theme--epic, film
track_1065645	artist_437812	album_125877	45/1065645.mp3	190.0	mood/theme--adventure, advertising, dark, happy, sport, upbeat
track_1065646	artist_437812	album_125877	46/1065646.mp3	224.1	mood/theme--advertising, corporate, sport
track_1066029	artist_349662	album_125961	29/1066029.mp3	146.7	mood/theme--cool
track_1066054	artist_350284	album_125969	54/1066054.mp3	359.7	mood/theme--epic, trailer
track_1066197	artist_437998	album_126023	97/1066197.mp3	304.0	mood/theme--film, sad
track_1067265	artist_438155	album_126186	65/1067265.mp3	185.6	mood/theme--film
track_1067274	artist_438155	album_126186	74/1067274.mp3	144.5	mood/theme--film
track_1067298	artist_351337	album_126162	98/1067298.mp3	232.1	mood/theme--emotional, energetic, melodic
track_1068780	artist_375935	album_126355	80/1068780.mp3	205.0	mood/theme--corporate, motivational
track_1070632	artist_367887	album_126799	32/1070632.mp3	238.4	mood/theme--christmas
track_1072129	artist_375104	album_127190	29/1072129.mp3	30.6	mood/theme--background, happy, positive
track_1072431	artist_339989	album_127400	31/1072431.mp3	217.7	mood/theme--energetic
track_1072432	artist_339989	album_127400	32/1072432.mp3	277.8	mood/theme--energetic
track_1072913	artist_354832	album_127466	13/1072913.mp3	350.6	mood/theme--slow
track_1073213	artist_428449	album_127485	13/1073213.mp3	259.0	mood/theme--advertising, motivational
track_1073216	artist_428449	album_127485	16/1073216.mp3	387.6	mood/theme--advertising, motivational
track_1074724	artist_000560	album_127878	24/1074724.mp3	112.4	mood/theme--action, epic
track_1076449	artist_340553	album_128216	49/1076449.mp3	252.5	mood/theme--retro
track_1076593	artist_336640	album_128234	93/1076593.mp3	270.0	mood/theme--movie
track_1077911	artist_430529	album_128382	11/1077911.mp3	263.3	mood/theme--energetic
track_1077956	artist_005240	album_128384	56/1077956.mp3	233.8	mood/theme--adventure, advertising, documentary, drama, epic, film
track_1078363	artist_341528	album_128423	63/1078363.mp3	219.7	mood/theme--christmas
track_1078451	artist_438603	album_128601	51/1078451.mp3	209.6	mood/theme--fun, positive
track_1078452	artist_438603	album_128601	52/1078452.mp3	228.5	mood/theme--fun, positive
track_1078480	artist_438603	album_128602	80/1078480.mp3	141.0	mood/theme--love
track_1079254	artist_368762	album_128531	54/1079254.mp3	253.3	mood/theme--relaxing, trailer
track_1079384	artist_005240	album_128551	84/1079384.mp3	174.1	mood/theme--children, documentary, drama, emotional, film, mellow, soft
track_1080375	artist_439286	album_128688	75/1080375.mp3	213.5	mood/theme--ballad, calm, sad
track_1080999	artist_370789	album_128761	99/1080999.mp3	234.0	mood/theme--happy, love
track_1081690	artist_352416	album_128864	90/1081690.mp3	222.8	mood/theme--relaxing, romantic
track_1081706	artist_352416	album_128867	06/1081706.mp3	212.3	mood/theme--relaxing
track_1083515	artist_352428	album_129055	15/1083515.mp3	148.0	mood/theme--christmas, soft
track_1084386	artist_361274	album_129170	86/1084386.mp3	161.7	mood/theme--romantic
track_1084488	artist_337907	album_129186	88/1084488.mp3	218.1	mood/theme--epic
track_1084911	artist_435725	album_129252	11/1084911.mp3	33.2	mood/theme--film
track_1084919	artist_339449	album_129255	19/1084919.mp3	210.5	mood/theme--christmas, holiday
track_1087086	artist_000560	album_129592	86/1087086.mp3	278.1	mood/theme--drama
track_1087089	artist_000560	album_129592	89/1087089.mp3	219.5	mood/theme--drama
track_1087099	artist_419438	album_129599	99/1087099.mp3	94.0	mood/theme--happy, inspiring, motivational, positive
track_1088578	artist_375104	album_129792	78/1088578.mp3	94.7	mood/theme--fun, game, happy
track_1088597	artist_375104	album_129792	97/1088597.mp3	124.3	mood/theme--fun, game, happy
track_1089222	artist_341346	album_129852	22/1089222.mp3	498.8	mood/theme--meditative
track_1089263	artist_432564	album_129854	63/1089263.mp3	69.1	mood/theme--epic
track_1089299	artist_420796	album_129862	99/1089299.mp3	378.9	mood/theme--meditative, soundscape
track_1089922	artist_428829	album_129913	22/1089922.mp3	193.9	mood/theme--melodic
track_1090464	artist_439398	album_129959	64/1090464.mp3	120.6	mood/theme--film, trailer
track_1090470	artist_439398	album_129959	70/1090470.mp3	120.3	mood/theme--film, trailer
track_1092252	artist_440506	album_130185	52/1092252.mp3	238.6	mood/theme--positive
track_1093426	artist_352416	album_130322	26/1093426.mp3	228.2	mood/theme--cool, relaxing, romantic
track_1093610	artist_378695	album_130347	10/1093610.mp3	241.9	mood/theme--energetic, upbeat
track_1096127	artist_358348	album_130691	27/1096127.mp3	201.2	mood/theme--dark
track_1096129	artist_358348	album_130691	29/1096129.mp3	158.7	mood/theme--dark
track_1096130	artist_358348	album_130691	30/1096130.mp3	312.3	mood/theme--dark
track_1096873	artist_440452	album_130804	73/1096873.mp3	220.6	mood/theme--energetic, fast
track_1098161	artist_439286	album_130984	61/1098161.mp3	216.7	mood/theme--energetic, melodic
track_1098162	artist_439286	album_130984	62/1098162.mp3	192.8	mood/theme--calm, sad
track_1098504	artist_432966	album_131024	04/1098504.mp3	254.0	mood/theme--relaxing
track_1100970	artist_437812	album_131369	70/1100970.mp3	127.3	mood/theme--advertising, corporate, documentary, holiday
track_1101296	artist_366162	album_131416	96/1101296.mp3	138.3	mood/theme--relaxing, romantic, soft
track_1101379	artist_357317	album_131441	79/1101379.mp3	69.9	mood/theme--retro
track_1104339	artist_441810	album_131821	39/1104339.mp3	388.8	mood/theme--melodic
track_1104340	artist_441810	album_131821	40/1104340.mp3	340.0	mood/theme--melodic
track_1106256	artist_438910	album_132081	56/1106256.mp3	115.2	mood/theme--dream
track_1106580	artist_345961	album_132144	80/1106580.mp3	124.7	mood/theme--relaxing, romantic
track_1107272	artist_366613	album_132227	72/1107272.mp3	252.8	mood/theme--epic, film
track_1107582	artist_361297	album_132266	82/1107582.mp3	167.5	mood/theme--mellow, relaxing
track_1108005	artist_339449	album_132337	05/1108005.mp3	289.6	mood/theme--dark, love, romantic
track_1109878	artist_441505	album_132604	78/1109878.mp3	99.1	mood/theme--advertising
track_1110005	artist_441505	album_132615	05/1110005.mp3	76.9	mood/theme--fun, happy
track_1110010	artist_441505	album_132615	10/1110010.mp3	153.6	mood/theme--fun, happy
track_1110027	artist_441505	album_132615	27/1110027.mp3	95.9	mood/theme--fun, happy
track_1110031	artist_441505	album_132615	31/1110031.mp3	56.9	mood/theme--fun, happy
track_1110089	artist_441505	album_132646	89/1110089.mp3	116.9	mood/theme--energetic
track_1110505	artist_441505	album_132664	05/1110505.mp3	98.6	mood/theme--uplifting
track_1110533	artist_441505	album_132666	33/1110533.mp3	44.0	mood/theme--background, dream
track_1110747	artist_441505	album_132695	47/1110747.mp3	64.0	mood/theme--fun, happy
track_1110772	artist_441505	album_132695	72/1110772.mp3	112.5	mood/theme--fun, happy
track_1110775	artist_441505	album_132695	75/1110775.mp3	96.5	mood/theme--fun, happy
track_1112333	artist_441505	album_132852	33/1112333.mp3	132.8	mood/theme--emotional, meditative
track_1113505	artist_363557	album_132973	05/1113505.mp3	268.9	mood/theme--slow
track_1115612	artist_441505	album_133290	12/1115612.mp3	51.0	mood/theme--melodic
track_1115614	artist_441505	album_133290	14/1115614.mp3	104.5	mood/theme--melodic
track_1115619	artist_441505	album_133290	19/1115619.mp3	66.6	mood/theme--melodic
track_1115644	artist_441505	album_133292	44/1115644.mp3	110.3	mood/theme--fun
track_1115685	artist_441505	album_133294	85/1115685.mp3	136.7	mood/theme--melodic
track_1116406	artist_437998	album_133378	06/1116406.mp3	90.0	mood/theme--dream, relaxing, soft
track_1116936	artist_423996	album_133474	36/1116936.mp3	71.5	mood/theme--dark
track_1118788	artist_350064	album_133711	88/1118788.mp3	537.2	mood/theme--deep, melodic
track_1121426	artist_443553	album_134004	26/1121426.mp3	184.4	mood/theme--film, horror
track_1121432	artist_443553	album_134004	32/1121432.mp3	226.0	mood/theme--film
track_1121453	artist_443553	album_134004	53/1121453.mp3	172.9	mood/theme--hopeful, positive
track_1121465	artist_443553	album_134004	65/1121465.mp3	207.3	mood/theme--film, nature
track_1121891	artist_364446	album_134056	91/1121891.mp3	330.7	mood/theme--dream, sexy
track_1123491	artist_426563	album_134301	91/1123491.mp3	222.4	mood/theme--meditative, relaxing
track_1124319	artist_431845	album_134454	19/1124319.mp3	351.9	mood/theme--fast
track_1125671	artist_375104	album_134670	71/1125671.mp3	98.1	mood/theme--background, energetic
track_1125844	artist_437812	album_134698	44/1125844.mp3	195.6	mood/theme--advertising, sad
track_1128045	artist_433123	album_135103	45/1128045.mp3	199.2	mood/theme--relaxing
track_1128211	artist_007872	album_135128	11/1128211.mp3	297.5	mood/theme--ballad, mellow
track_1128887	artist_433123	album_135246	87/1128887.mp3	1111.2	mood/theme--meditative, relaxing
track_1129128	artist_379099	album_135274	28/1129128.mp3	1192.4	mood/theme--dark, soundscape
track_1132168	artist_370789	album_135768	68/1132168.mp3	251.0	mood/theme--fun
track_1132936	artist_441157	album_135924	36/1132936.mp3	240.0	mood/theme--powerful
track_1133301	artist_444458	album_135958	01/1133301.mp3	145.7	mood/theme--love
track_1133479	artist_444486	album_135991	79/1133479.mp3	193.6	mood/theme--energetic, melodic
track_1134030	artist_357681	album_136064	30/1134030.mp3	285.9	mood/theme--dream
track_1134032	artist_357681	album_136064	32/1134032.mp3	398.0	mood/theme--dream
track_1134764	artist_375935	album_136191	64/1134764.mp3	132.0	mood/theme--advertising, corporate, happy
track_1134854	artist_448491	album_136219	54/1134854.mp3	687.8	mood/theme--dark
track_1135079	artist_338444	album_136240	79/1135079.mp3	266.4	mood/theme--deep, space
track_1135469	artist_006916	album_136308	69/1135469.mp3	338.4	mood/theme--calm
track_1135792	artist_360369	album_136388	92/1135792.mp3	257.8	mood/theme--deep
track_1142668	artist_375935	album_136998	68/1142668.mp3	265.0	mood/theme--film, motivational
track_1144757	artist_375104	album_137254	57/1144757.mp3	120.0	mood/theme--dramatic, epic, inspiring, trailer
track_1149226	artist_357317	album_137806	26/1149226.mp3	59.1	mood/theme--energetic, retro
track_1149237	artist_357317	album_137806	37/1149237.mp3	54.9	mood/theme--energetic, retro
track_1149380	artist_005240	album_137825	80/1149380.mp3	240.0	mood/theme--corporate, documentary
track_1149618	artist_420821	album_137863	18/1149618.mp3	276.0	mood/theme--melodic
track_1149878	artist_453308	album_137891	78/1149878.mp3	130.7	mood/theme--ballad, love
track_1150099	artist_008094	album_137915	99/1150099.mp3	277.8	mood/theme--film, meditative
track_1150125	artist_008094	album_137916	25/1150125.mp3	297.0	mood/theme--film, meditative
track_1150141	artist_369180	album_137918	41/1150141.mp3	214.6	mood/theme--emotional, inspiring
track_1150738	artist_007872	album_138012	38/1150738.mp3	261.2	mood/theme--dark
track_1151394	artist_432273	album_138116	94/1151394.mp3	177.1	mood/theme--documentary, romantic
track_1151551	artist_452945	album_138155	51/1151551.mp3	44.5	mood/theme--film
track_1151557	artist_452945	album_138155	57/1151557.mp3	95.7	mood/theme--children, funny
track_1155158	artist_432273	album_138584	58/1155158.mp3	220.4	mood/theme--documentary, love, romantic, sad
track_1155895	artist_437980	album_138692	95/1155895.mp3	157.5	mood/theme--fun
track_1157352	artist_381661	album_138888	52/1157352.mp3	190.2	mood/theme--energetic, epic
track_1158966	artist_450929	album_139106	66/1158966.mp3	274.4	mood/theme--fast
track_1159367	artist_369180	album_139184	67/1159367.mp3	264.4	mood/theme--happy, party
track_1159540	artist_342461	album_139219	40/1159540.mp3	447.5	mood/theme--dream, uplifting
track_1159622	artist_455072	album_139241	22/1159622.mp3	247.3	mood/theme--ballad, love, melancholic, romantic
track_1159659	artist_455072	album_139251	59/1159659.mp3	118.2	mood/theme--energetic
track_1159696	artist_455072	album_139261	96/1159696.mp3	206.2	mood/theme--ballad
track_1159739	artist_455072	album_139265	39/1159739.mp3	204.5	mood/theme--energetic
track_1159860	artist_455091	album_139286	60/1159860.mp3	345.2	mood/theme--dream
track_1161295	artist_375327	album_139492	95/1161295.mp3	411.5	mood/theme--love
track_1163315	artist_422656	album_139821	15/1163315.mp3	312.9	mood/theme--romantic
track_1163779	artist_370988	album_139837	79/1163779.mp3	265.9	mood/theme--retro
track_1165406	artist_358362	album_140112	06/1165406.mp3	260.6	mood/theme--love, soundscape
track_1165470	artist_455057	album_140108	70/1165470.mp3	202.1	mood/theme--love, powerful, sad, soft
track_1165996	artist_437812	album_140240	96/1165996.mp3	156.8	mood/theme--advertising, love, upbeat
track_1166070	artist_361694	album_140202	70/1166070.mp3	141.7	mood/theme--christmas, holiday
track_1166090	artist_437980	album_140274	90/1166090.mp3	140.4	mood/theme--children, christmas, fun
track_1167864	artist_456650	album_140451	64/1167864.mp3	305.5	mood/theme--dramatic, hopeful
track_1167867	artist_456650	album_140451	67/1167867.mp3	226.3	mood/theme--drama, emotional, inspiring, positive
track_1167887	artist_456650	album_140453	87/1167887.mp3	277.5	mood/theme--dark, drama, emotional, melancholic
track_1168003	artist_364441	album_140468	03/1168003.mp3	220.2	mood/theme--epic
track_1168021	artist_362501	album_140485	21/1168021.mp3	62.1	mood/theme--cool
track_1168027	artist_362501	album_140485	27/1168027.mp3	100.0	mood/theme--epic, melancholic, sad
track_1168478	artist_367887	album_140546	78/1168478.mp3	387.1	mood/theme--christmas
track_1168494	artist_456894	album_140551	94/1168494.mp3	728.5	mood/theme--space
track_1168875	artist_008360	album_140604	75/1168875.mp3	275.6	mood/theme--love
track_1169714	artist_338649	album_140751	14/1169714.mp3	334.5	mood/theme--emotional
track_1169724	artist_338649	album_140751	24/1169724.mp3	133.4	mood/theme--emotional
track_1169736	artist_338649	album_140751	36/1169736.mp3	225.4	mood/theme--emotional
track_1170410	artist_455493	album_140848	10/1170410.mp3	120.0	mood/theme--movie
track_1170739	artist_339048	album_140943	39/1170739.mp3	142.4	mood/theme--christmas
track_1171239	artist_375104	album_141008	39/1171239.mp3	36.6	mood/theme--christmas, happy, holiday
track_1171246	artist_375104	album_141008	46/1171246.mp3	35.1	mood/theme--christmas, happy, holiday
track_1171314	artist_437211	album_141029	14/1171314.mp3	392.6	mood/theme--christmas, happy, relaxing
track_1173506	artist_455493	album_141331	06/1173506.mp3	116.0	mood/theme--movie
track_1174089	artist_337741	album_141403	89/1174089.mp3	310.0	mood/theme--soundscape
track_1174449	artist_352230	album_141451	49/1174449.mp3	268.0	mood/theme--melodic
track_1177013	artist_456650	album_141690	13/1177013.mp3	207.3	mood/theme--commercial, drama, energetic, film, fun, happy
track_1179607	artist_458379	album_141980	07/1179607.mp3	220.6	mood/theme--cool
track_1185082	artist_379099	album_142619	82/1185082.mp3	125.1	mood/theme--dark, soundscape
track_1185084	artist_379099	album_142619	84/1185084.mp3	703.1	mood/theme--dark, soundscape
track_1185306	artist_431325	album_142554	06/1185306.mp3	227.2	mood/theme--love
track_1185449	artist_000087	album_142660	49/1185449.mp3	210.8	mood/theme--background
track_1188191	artist_429795	album_143109	91/1188191.mp3	263.6	mood/theme--melancholic
track_1189916	artist_460469	album_143267	16/1189916.mp3	137.5	mood/theme--background, retro
track_1189937	artist_460469	album_143221	37/1189937.mp3	148.3	mood/theme--background, happy, inspiring, positive, uplifting
track_1189938	artist_460469	album_143227	38/1189938.mp3	128.0	mood/theme--background, inspiring, uplifting
track_1189941	artist_460469	album_143267	41/1189941.mp3	199.6	mood/theme--background, cool, inspiring
track_1190063	artist_460494	album_143242	63/1190063.mp3	585.0	mood/theme--deep
track_1190138	artist_460519	album_143254	38/1190138.mp3	113.2	mood/theme--dark
track_1190523	artist_340121	album_143296	23/1190523.mp3	223.0	mood/theme--meditative
track_1190616	artist_456650	album_143305	16/1190616.mp3	255.3	mood/theme--dark, documentary, drama, dramatic, emotional, melancholic
track_1190628	artist_340121	album_143296	28/1190628.mp3	325.4	mood/theme--meditative
track_1190792	artist_438910	album_143327	92/1190792.mp3	221.9	mood/theme--dramatic
track_1193402	artist_337741	album_143631	02/1193402.mp3	561.6	mood/theme--dream
track_1193444	artist_461256	album_143635	44/1193444.mp3	236.8	mood/theme--epic
track_1194583	artist_002656	album_143767	83/1194583.mp3	295.5	mood/theme--relaxing, soft
track_1194587	artist_002656	album_143767	87/1194587.mp3	248.8	mood/theme--energetic, melodic
track_1194594	artist_002656	album_143767	94/1194594.mp3	252.3	mood/theme--adventure, drama, energetic
track_1195865	artist_003944	album_143935	65/1195865.mp3	90.6	mood/theme--corporate, documentary, emotional
track_1195874	artist_003944	album_143935	74/1195874.mp3	135.4	mood/theme--groovy
track_1195898	artist_003944	album_143935	98/1195898.mp3	110.9	mood/theme--inspiring
track_1195938	artist_003944	album_143935	38/1195938.mp3	132.4	mood/theme--advertising, commercial, corporate
track_1197089	artist_419438	album_144040	89/1197089.mp3	81.8	mood/theme--happy, inspiring, positive
track_1197342	artist_419438	album_144061	42/1197342.mp3	148.8	mood/theme--energetic
track_1197772	artist_462027	album_144102	72/1197772.mp3	450.5	mood/theme--deep
track_1198546	artist_419438	album_144193	46/1198546.mp3	179.1	mood/theme--positive, sexy, upbeat, uplifting
track_1198560	artist_462340	album_144181	60/1198560.mp3	201.4	mood/theme--christmas, holiday
track_1198561	artist_462340	album_144181	61/1198561.mp3	194.0	mood/theme--christmas, holiday
track_1199057	artist_419438	album_144242	57/1199057.mp3	212.3	mood/theme--dark, energetic, sport
track_1199060	artist_419438	album_144242	60/1199060.mp3	155.7	mood/theme--dramatic, energetic, melancholic, sad
track_1203121	artist_457221	album_144525	21/1203121.mp3	244.7	mood/theme--calm, commercial, dream, emotional, film, melodic, relaxing
track_1203143	artist_431744	album_144303	43/1203143.mp3	140.2	mood/theme--love
track_1203323	artist_360430	album_144548	23/1203323.mp3	244.9	mood/theme--mellow, party, upbeat
track_1203657	artist_426192	album_144318	57/1203657.mp3	194.0	mood/theme--fun
track_1203950	artist_003682	album_144637	50/1203950.mp3	221.4	mood/theme--horror, soft
track_1204440	artist_421137	album_144673	40/1204440.mp3	310.3	mood/theme--deep
track_1206149	artist_438910	album_144898	49/1206149.mp3	248.7	mood/theme--ambiental
track_1208463	artist_359452	album_145132	63/1208463.mp3	250.0	mood/theme--dream
track_1210417	artist_006417	album_145386	17/1210417.mp3	339.7	mood/theme--soundscape
track_1210595	artist_340569	album_145399	95/1210595.mp3	344.1	mood/theme--energetic
track_1210876	artist_352428	album_145425	76/1210876.mp3	198.4	mood/theme--ballad
track_1210889	artist_352428	album_145425	89/1210889.mp3	283.6	mood/theme--love
track_1214622	artist_466508	album_145737	22/1214622.mp3	174.4	mood/theme--sad
track_1216209	artist_456650	album_145912	09/1216209.mp3	262.0	mood/theme--drama, hopeful, melodic
track_1217157	artist_441694	album_145552	57/1217157.mp3	204.6	mood/theme--inspiring
track_1217159	artist_441694	album_145552	59/1217159.mp3	191.3	mood/theme--inspiring
track_1219291	artist_467612	album_146245	91/1219291.mp3	146.2	mood/theme--children, fun
track_1219603	artist_348759	album_146278	03/1219603.mp3	218.0	mood/theme--love
track_1219825	artist_438817	album_146305	25/1219825.mp3	330.0	mood/theme--party
track_1221590	artist_003944	album_146525	90/1221590.mp3	143.5	mood/theme--drama, emotional
track_1221864	artist_468830	album_146581	64/1221864.mp3	232.5	mood/theme--happy
track_1221871	artist_468830	album_146581	71/1221871.mp3	392.8	mood/theme--slow, upbeat
track_1221917	artist_338935	album_146557	17/1221917.mp3	307.2	mood/theme--epic
track_1222329	artist_005240	album_146612	29/1222329.mp3	157.4	mood/theme--adventure, children, documentary
track_1222338	artist_005240	album_146612	38/1222338.mp3	249.8	mood/theme--documentary, nature
track_1222615	artist_469033	album_146636	15/1222615.mp3	390.9	mood/theme--dark
track_1222779	artist_469116	album_146700	79/1222779.mp3	120.7	mood/theme--christmas, holiday
track_1223534	artist_469116	album_146694	34/1223534.mp3	134.7	mood/theme--drama
track_1224717	artist_466600	album_146927	17/1224717.mp3	152.0	mood/theme--commercial, documentary, motivational, sport, travel
track_1226798	artist_437980	album_147143	98/1226798.mp3	193.4	mood/theme--relaxing
track_1227104	artist_470512	album_147199	04/1227104.mp3	205.1	mood/theme--emotional
track_1229178	artist_375104	album_147435	78/1229178.mp3	30.5	mood/theme--sport
track_1230535	artist_442527	album_147567	35/1230535.mp3	412.4	mood/theme--dramatic
track_1231363	artist_452157	album_147664	63/1231363.mp3	189.6	mood/theme--dark, sad
track_1234242	artist_437980	album_147987	42/1234242.mp3	202.2	mood/theme--happy, positive, upbeat, uplifting
track_1234243	artist_437980	album_147987	43/1234243.mp3	171.6	mood/theme--advertising, energetic, happy, positive, uplifting
track_1234264	artist_437980	album_147991	64/1234264.mp3	169.7	mood/theme--energetic
track_1234445	artist_437980	album_148005	45/1234445.mp3	155.2	mood/theme--fun, funny
track_1234447	artist_437980	album_148005	47/1234447.mp3	98.6	mood/theme--children, happy
track_1234448	artist_437980	album_148005	48/1234448.mp3	206.2	mood/theme--fun
track_1234541	artist_472971	album_147952	41/1234541.mp3	296.3	mood/theme--fast, heavy
track_1235974	artist_431744	album_148182	74/1235974.mp3	216.0	mood/theme--soundscape
track_1236859	artist_437980	album_148285	59/1236859.mp3	199.9	mood/theme--energetic, inspiring, uplifting
track_1239321	artist_342174	album_146528	21/1239321.mp3	254.7	mood/theme--calm, energetic
track_1240868	artist_375104	album_148847	68/1240868.mp3	138.8	mood/theme--dramatic, energetic
track_1241789	artist_474067	album_148821	89/1241789.mp3	179.6	mood/theme--love, melodic, romantic
track_1244445	artist_352184	album_149099	45/1244445.mp3	268.4	mood/theme--dark, relaxing
track_1244874	artist_438910	album_149154	74/1244874.mp3	246.5	mood/theme--space
track_1245143	artist_438910	album_149177	43/1245143.mp3	208.1	mood/theme--meditative, relaxing
track_1245151	artist_003944	album_149175	51/1245151.mp3	37.2	mood/theme--adventure
